1009,2445,828,48,42,15,Lift
1010,1126,1121,49,87,7,Lift
1010,1533,1142,118,119,9,Lift
1010,1190,1918,91,78,6,Lift
1010,1981,1716,36,79,3,Lift
1011,2007,813,131,98,"10,11,12",Lift
1011,2393,821,88,90,15,Lift
1011,1943,1671,93,120,3,Lift
1012,1984,807,144,107,"10,11,12",Lift
1012,2407,797,90,120,15,Lift
1012,1935,1678,96,132,3,Lift
