0,22.338680466367713,114.26378709555784,22.337625152466366,114.2643217339876,G,Library
0,22.338662260089684,114.26306807541322,22.337913852017934,114.26362807489669,FYT Sports Center-G,Sports Court
0,22.337380017937218,114.26389882128099,22.336889098654705,114.26455889411157,North-South,Canteen
0,22.337707730941702,114.26325177169421,22.337263627802688,114.26427238274793,Jockey Club Atrium,Jockey Club Atrium
0,22.337908,114.26339982541322,22.337613448430492,114.26368565134297,University Bookstore,Shop
0,22.336798717488787,114.26334636157024,22.33669403139013,114.26347590857438,Souvenir Shop,Shop
0,22.336447596412555,114.26332442768594,22.336016497757846,114.26346357076446,Banks,Shop
1,22.338314914798207,114.2638274715909,22.337523591928253,114.26434360330578,1,Library
1,22.33642666367713,114.26377743491734,22.33597800896861,114.26408588016528,Cafe,Canteen
1,22.33711069955157,114.26341895299586,22.335921439461885,114.26384186570247,Lecture Halls,Lecture Hall
1,22.33661652914798,114.26279383729339,22.335515699551568,114.26345528099174,Floor 1,Laboratory Area
2,22.33680574439462,114.26266497572314,22.33500007174888,114.26366913636363,Floor 2,Laboratory Area
2,22.337710856502245,114.26366022572314,22.335028681614354,114.26426135123967,Floor 2,Offices Area
3,22.336884421524665,114.26280891683885,22.335107358744395,114.26367599070248,Floor 3,Laboratory Area
3,22.337784331838566,114.26366159659091,22.33503453363229,114.26426546384297,Floor 3,Offices Area
4,22.337160766816144,114.26273968801652,22.335074197309417,114.26367530526859,Floor 4,Laboratory Area
4,22.337827896860986,114.26365542768595,22.33508069955157,114.26428122882231,Floor 4,Offices Area
5,22.337796686098656,114.26359853667356,22.335059892376684,114.26423530475206,Floor 5,Offices Area
-1,22.338662784753364,114.26378771642561,22.337573659192827,114.2643819876033,LG1,Library
-1,22.338630273542602,114.26305018956612,22.337866260089687,114.2636444607438,FYT Sports Center-LG1,Sports Court
-1,22.337400049327357,114.26408793646695,22.336916932735427,114.26464108161157,LG1,Canteen
-2,22.338703112107623,114.26385672107439,22.33754506278027,114.26437422365703,LG3,Library
-2,22.33864069058296,114.26310274380165,22.33792219282511,114.26370661105372,FYT Sports Center-LG3,Sports Court
-4,22.33867656502242,114.26387962913223,22.337250623318386,114.26439987345042,LG4,Library
-4,22.338709076233183,114.26310920144628,22.337590040358744,114.26366508832645,FYT Sports Center-LG4,Sports Court
-5,22.338311026905828,114.26404727169422,22.338029479820626,114.26431527634298,McDonald's,Canteen
-5,22.33805743946188,114.26406235123967,22.33791504035874,114.26423713688017,LG5 Student Union's Shop,Shop
-5,22.338944345291477,114.26401848347108,22.33830517488789,114.2643358393595,Function Room,Function Room
-7,22.339166721973093,114.26398284090911,22.338058089686097,114.26451405216943,LG7,Canteen
-7,22.33813546636771,114.26401025826446,22.337898134529144,114.26430430940083,LG7 Park n' Shop,Shop
0,22.338632999999998,114.26391595712809,22.338402170403587,114.26417642200413,5,Lift
0,22.338372260089685,114.26391732799587,22.33802569058296,114.26428060795455,7,Lift
0,22.33804194618834,114.26391595712809,22.337768201793722,114.26427923708677,9,Lift
0,22.33778900896861,114.26389333780992,22.33749510762332,114.26422097520661,"10,11,12",Lift
0,22.337510062780268,114.26391732799587,22.337067260089686,114.26426278667356,"13,14,15",Lift
0,22.33745219282511,114.26368770764464,22.33713488340807,114.26403248088843,"17,18",Lift
0,22.338171991031388,114.26301598243802,22.33781891928251,114.26332168595042,4,Lift
0,22.338298784753363,114.26327987448347,22.33796391928251,114.26358146539256,6,Lift
0,22.337908650224215,114.26337172262396,22.337525017937217,114.26369593285123,3,Lift
0,22.33749575784753,114.26336007024793,22.33714528699551,114.26369044938016,2,Lift
0,22.33719535426009,114.26316609245868,22.336878044843047,114.26340873605372,1,Lift
0,22.336876744394615,114.26324080475207,22.336559434977573,114.2634923589876,19,Lift
0,22.336295443946188,114.26328193078511,22.335946923766816,114.26352114721074,22,Lift
1,22.338261596412558,114.26389395867768,22.337889668161438,114.26426752014463,7,Lift
1,22.33785260538117,114.26391863429753,22.337738165919287,114.26405709194215,9,Lift
1,22.337599668161435,114.2640721714876,22.337448165919284,114.2642510697314,"10,11,12",Lift
1,22.337321372197312,114.264111241219,22.337177672645744,114.26425860950413,"13,14,15",Lift
1,22.337108748878926,114.26391794886364,22.337007313901346,114.26406394628098,"17,18",Lift
1,22.33646502690583,114.26388710433885,22.33636359192825,114.26406531714876,"25,26",Lift
1,22.33584016143498,114.2639241177686,22.335742627802695,114.26406942975207,"27,28",Lift
1,22.33575368161435,114.2640721714876,22.335536506726456,114.26423187758265,"29,30",Lift
1,22.338072381165922,114.26309816993802,22.337792134529153,114.26332162138429,4,Lift
1,22.337650385650225,114.2634874963843,22.337478726457398,114.26366159659091,3,Lift
1,22.33724334529148,114.26351628460743,22.337102896860987,114.26366365289256,2,Lift
1,22.336901977578478,114.26315848811983,22.336769982062783,114.26328392252066,1,Lift
1,22.336686103139016,114.26305704390496,22.336593121076234,114.26317562396694,20,Lift
1,22.3366854529148,114.26336206198346,22.336595721973097,114.26346419163222,19,Lift
1,22.33623809865471,114.26309679907025,22.336137313901347,114.26318522004132,21,Lift
1,22.33609830044843,114.26334081353305,22.33596955605381,114.26347036053718,22,Lift
1,22.33605343497758,114.26304676239668,22.335903233183856,114.26318453460743,23,Lift
2,22.338000856502244,114.26312010382232,22.337847403587446,114.26327843904959,4,Lift
2,22.337632829596412,114.2635265661157,22.33755610313901,114.26362526859504,3,Lift
2,22.337293412556054,114.2641071286157,22.337199130044844,114.26420377479339,"13,14,15",Lift
2,22.337223838565023,114.26352039721074,22.337125654708522,114.26362184142562,2,Lift
